Place_ID X Date,target
0OS9LVX X 2020-03-30,94.15
0OS9LVX X 2020-03-31,84.48
0OS9LVX X 2020-04-01,84.17
0OS9LVX X 2020-04-02,93.62
0OS9LVX X 2020-04-03,93.62
0OS9LVX X 2020-04-04,100.33
0Q2LTOG X 2020-01-02,75.62
0Q2LTOG X 2020-01-03,116.71
0Q2LTOG X 2020-01-04,99.53
0Q2LTOG X 2020-01-05,119.99
0Q2LTOG X 2020-01-06,103.07
0Q2LTOG X 2020-01-07,103.07
0Q2LTOG X 2020-01-08,103.1
0Q2LTOG X 2020-01-09,55.2
0Q2LTOG X 2020-01-10,79.14
0Q2LTOG X 2020-01-11,147.48
0Q2LTOG X 2020-01-12,83.91
0Q2LTOG X 2020-01-13,112.6
0Q2LTOG X 2020-01-14,87.45
0Q2LTOG X 2020-01-15,141.64
0Q2LTOG X 2020-01-16,88.37
0Q2LTOG X 2020-01-17,149.61
0Q2LTOG X 2020-01-18,122.68
0Q2LTOG X 2020-01-19,132.84
0Q2LTOG X 2020-01-20,90.52
0Q2LTOG X 2020-01-21,141.24
0Q2LTOG X 2020-01-22,150.18
0Q2LTOG X 2020-01-23,100.99
0Q2LTOG X 2020-01-24,98.28
0Q2LTOG X 2020-01-25,89.25
0Q2LTOG X 2020-01-26,62.65
0Q2LTOG X 2020-01-27,94.49799999999999
0Q2LTOG X 2020-01-28,128.32
0Q2LTOG X 2020-01-29,84.64
0Q2LTOG X 2020-01-30,128.718
0Q2LTOG X 2020-01-31,149.94
0Q2LTOG X 2020-02-01,121.08
0Q2LTOG X 2020-02-02,77.32
0Q2LTOG X 2020-02-03,81.22
0Q2LTOG X 2020-02-04,74.45
0Q2LTOG X 2020-02-05,86.41
0Q2LTOG X 2020-02-06,66.76
0Q2LTOG X 2020-02-07,111.49
0Q2LTOG X 2020-02-08,38.92
0Q2LTOG X 2020-02-09,49.47
0Q2LTOG X 2020-02-10,79.34
0Q2LTOG X 2020-02-11,119.4
0Q2LTOG X 2020-02-12,131.2
0Q2LTOG X 2020-02-13,109.65
0Q2LTOG X 2020-02-14,107.87
0Q2LTOG X 2020-02-15,131.18
0Q2LTOG X 2020-02-16,118.38
0Q2LTOG X 2020-02-17,35.958
0Q2LTOG X 2020-02-18,50.87
0Q2LTOG X 2020-02-19,157.13
0Q2LTOG X 2020-02-20,119.72
0Q2LTOG X 2020-02-21,205.01
0Q2LTOG X 2020-02-22,41.978
0Q2LTOG X 2020-02-23,41.169
0Q2LTOG X 2020-02-24,79.99
0Q2LTOG X 2020-02-25,76.02
0Q2LTOG X 2020-02-26,51.656000000000006
0Q2LTOG X 2020-02-27,54.18
0Q2LTOG X 2020-02-28,133.72
0Q2LTOG X 2020-02-29,140.59
0Q2LTOG X 2020-03-01,92.16
0Q2LTOG X 2020-03-02,64.25
0Q2LTOG X 2020-03-03,85.04
0Q2LTOG X 2020-03-04,85.81
0Q2LTOG X 2020-03-05,61.71
0Q2LTOG X 2020-03-06,110.49799999999999
0Q2LTOG X 2020-03-07,122.0
0Q2LTOG X 2020-03-08,174.53
0Q2LTOG X 2020-03-09,133.41
0Q2LTOG X 2020-03-10,99.29
0Q2LTOG X 2020-03-11,89.38
0Q2LTOG X 2020-03-12,52.22
0Q2LTOG X 2020-03-13,50.14
0Q2LTOG X 2020-03-14,62.93
0Q2LTOG X 2020-03-15,58.91
0Q2LTOG X 2020-03-16,83.432
0Q2LTOG X 2020-03-17,108.48
0Q2LTOG X 2020-03-18,105.15
0Q2LTOG X 2020-03-19,71.25
0Q2LTOG X 2020-03-20,48.18
0Q2LTOG X 2020-03-21,134.56
0Q2LTOG X 2020-03-22,60.738
0Q2LTOG X 2020-03-23,57.52
0Q2LTOG X 2020-03-24,101.39
0Q2LTOG X 2020-03-25,151.45
0Q2LTOG X 2020-03-26,142.21
0Q2LTOG X 2020-03-27,66.76
0Q2LTOG X 2020-03-28,61.71
0Q2LTOG X 2020-03-29,80.51
0Q2LTOG X 2020-03-30,87.89
0Q2LTOG X 2020-03-31,111.34
0Q2LTOG X 2020-04-01,104.17
0Q2LTOG X 2020-04-02,111.56
0Q2LTOG X 2020-04-03,109.88
0Q2LTOG X 2020-04-04,100.33
15WCXN1 X 2020-01-02,154.39
15WCXN1 X 2020-01-03,120.12
15WCXN1 X 2020-01-04,122.59
15WCXN1 X 2020-01-05,152.46
15WCXN1 X 2020-01-06,133.5
15WCXN1 X 2020-01-07,82.82
15WCXN1 X 2020-01-08,97.77
15WCXN1 X 2020-01-09,100.1
15WCXN1 X 2020-01-10,131.63
15WCXN1 X 2020-01-11,187.17
15WCXN1 X 2020-01-12,135.01
15WCXN1 X 2020-01-13,171.19
15WCXN1 X 2020-01-14,196.45
15WCXN1 X 2020-01-15,149.12
15WCXN1 X 2020-01-16,223.11
15WCXN1 X 2020-01-17,151.98
15WCXN1 X 2020-01-18,153.97
15WCXN1 X 2020-01-19,140.21
15WCXN1 X 2020-01-20,121.76
15WCXN1 X 2020-01-21,87.62
15WCXN1 X 2020-01-22,128.74
15WCXN1 X 2020-01-23,148.02
15WCXN1 X 2020-01-24,93.7
15WCXN1 X 2020-01-25,98.76
15WCXN1 X 2020-01-26,124.82
15WCXN1 X 2020-01-27,102.208
15WCXN1 X 2020-01-28,83.6
15WCXN1 X 2020-01-29,79.83
15WCXN1 X 2020-01-30,52.98
15WCXN1 X 2020-01-31,108.05600000000003
15WCXN1 X 2020-02-01,143.114
15WCXN1 X 2020-02-02,124.44
15WCXN1 X 2020-02-03,64.88
15WCXN1 X 2020-02-04,84.51
15WCXN1 X 2020-02-05,62.446000000000005
15WCXN1 X 2020-02-06,77.63
15WCXN1 X 2020-02-07,126.16
15WCXN1 X 2020-02-08,104.65
15WCXN1 X 2020-02-09,122.58
15WCXN1 X 2020-02-10,145.12
15WCXN1 X 2020-02-11,145.4
15WCXN1 X 2020-02-12,72.79
15WCXN1 X 2020-02-13,90.54
15WCXN1 X 2020-02-14,59.5
15WCXN1 X 2020-02-15,82.53
15WCXN1 X 2020-02-16,70.04
15WCXN1 X 2020-02-17,38.14
15WCXN1 X 2020-02-18,101.19
15WCXN1 X 2020-02-19,133.74
15WCXN1 X 2020-02-20,146.1
15WCXN1 X 2020-02-21,119.91
15WCXN1 X 2020-02-22,64.46
15WCXN1 X 2020-02-23,97.99
15WCXN1 X 2020-02-24,67.824
15WCXN1 X 2020-02-25,72.54
15WCXN1 X 2020-02-26,47.512
15WCXN1 X 2020-02-27,92.95
15WCXN1 X 2020-02-28,97.93
15WCXN1 X 2020-02-29,83.68
15WCXN1 X 2020-03-01,51.47
15WCXN1 X 2020-03-02,58.71
15WCXN1 X 2020-03-03,109.88
15WCXN1 X 2020-03-04,51.01
15WCXN1 X 2020-03-05,76.52
15WCXN1 X 2020-03-06,102.19
15WCXN1 X 2020-03-07,39.91
15WCXN1 X 2020-03-08,95.18299999999999
15WCXN1 X 2020-03-09,69.72
15WCXN1 X 2020-03-10,45.17
15WCXN1 X 2020-03-11,89.19
15WCXN1 X 2020-03-12,83.52
15WCXN1 X 2020-03-13,102.39200000000001
15WCXN1 X 2020-03-14,96.46
15WCXN1 X 2020-03-15,90.068
15WCXN1 X 2020-03-16,70.15
15WCXN1 X 2020-03-17,130.82
15WCXN1 X 2020-03-18,85.85
15WCXN1 X 2020-03-19,57.03
15WCXN1 X 2020-03-20,66.44
15WCXN1 X 2020-03-21,99.82
15WCXN1 X 2020-03-22,113.93
15WCXN1 X 2020-03-23,118.83
15WCXN1 X 2020-03-24,128.52
15WCXN1 X 2020-03-25,79.96
15WCXN1 X 2020-03-26,76.96
15WCXN1 X 2020-03-27,82.86
15WCXN1 X 2020-03-28,68.69
15WCXN1 X 2020-03-29,117.19
15WCXN1 X 2020-03-30,141.24
15WCXN1 X 2020-03-31,175.08
15WCXN1 X 2020-04-01,115.45
15WCXN1 X 2020-04-02,120.97
15WCXN1 X 2020-04-03,93.86
15WCXN1 X 2020-04-04,100.33
19090SM X 2020-01-02,100.61
19090SM X 2020-01-03,124.99
19090SM X 2020-01-04,104.45
19090SM X 2020-01-05,94.09
19090SM X 2020-01-06,137.174
19090SM X 2020-01-07,127.51
19090SM X 2020-01-08,158.41
19090SM X 2020-01-09,63.482000000000006
19090SM X 2020-01-10,119.48
19090SM X 2020-01-11,59.84
19090SM X 2020-01-12,90.73
19090SM X 2020-01-13,104.35
19090SM X 2020-01-14,132.92
19090SM X 2020-01-15,95.56
19090SM X 2020-01-16,51.01
19090SM X 2020-01-17,53.41
19090SM X 2020-01-18,106.83
19090SM X 2020-01-19,77.75
19090SM X 2020-01-20,107.79
19090SM X 2020-01-21,149.62
19090SM X 2020-01-22,100.57
19090SM X 2020-01-23,70.58
19090SM X 2020-02-18,208.68
19090SM X 2020-02-19,108.45
19090SM X 2020-02-20,60.77
19090SM X 2020-02-21,105.06
19090SM X 2020-02-22,111.28
19090SM X 2020-02-23,77.36
19090SM X 2020-02-24,75.69
19090SM X 2020-02-25,76.24
19090SM X 2020-02-26,63.94
19090SM X 2020-02-27,93.38
19090SM X 2020-02-28,111.45
19090SM X 2020-02-29,107.57
19090SM X 2020-03-01,135.02
19090SM X 2020-03-02,51.8
19090SM X 2020-03-03,93.17
19090SM X 2020-03-04,127.06
19090SM X 2020-03-05,105.78
19090SM X 2020-03-06,100.13
19090SM X 2020-03-07,45.72
19090SM X 2020-03-08,106.69
19090SM X 2020-03-09,92.65
19090SM X 2020-03-10,116.61
19090SM X 2020-03-11,169.77
19090SM X 2020-03-12,129.04
19090SM X 2020-03-13,61.53
19090SM X 2020-03-14,63.13
19090SM X 2020-03-15,94.55
19090SM X 2020-03-16,154.08
19090SM X 2020-03-17,138.35
19090SM X 2020-03-18,66.74
19090SM X 2020-03-19,74.54
19090SM X 2020-03-20,70.54
19090SM X 2020-03-21,42.33
19090SM X 2020-03-22,49.542
19090SM X 2020-03-23,60.59
19090SM X 2020-03-24,57.114
19090SM X 2020-03-25,79.16
19090SM X 2020-03-26,58.73
19090SM X 2020-03-27,41.662
19090SM X 2020-03-28,77.75
19090SM X 2020-03-29,82.43
19090SM X 2020-03-30,104.28
19090SM X 2020-03-31,88.57
19090SM X 2020-04-01,107.41
19090SM X 2020-04-02,99.92
19090SM X 2020-04-03,93.96
19090SM X 2020-04-04,96.31
1BD5TVT X 2020-01-02,71.05
1BD5TVT X 2020-01-03,52.28
1BD5TVT X 2020-01-04,72.11399999999999
1BD5TVT X 2020-01-05,69.22
1BD5TVT X 2020-01-06,56.55
1BD5TVT X 2020-01-07,54.44
1BD5TVT X 2020-01-08,65.61
1BD5TVT X 2020-01-09,91.82
1BD5TVT X 2020-01-10,79.75
1BD5TVT X 2020-01-11,48.053999999999995
1BD5TVT X 2020-01-12,66.17
1BD5TVT X 2020-01-13,61.571000000000005
1BD5TVT X 2020-01-14,65.43
1BD5TVT X 2020-01-15,116.27
1BD5TVT X 2020-01-16,45.38
1BD5TVT X 2020-01-17,55.568000000000005
1BD5TVT X 2020-01-18,41.931999999999995
1BD5TVT X 2020-01-19,67.31
1BD5TVT X 2020-01-20,46.6
1BD5TVT X 2020-01-21,51.3
1BD5TVT X 2020-01-22,111.72
1BD5TVT X 2020-01-23,73.66
1BD5TVT X 2020-01-24,43.108999999999995
1BD5TVT X 2020-01-25,70.76
1BD5TVT X 2020-01-26,110.44
1BD5TVT X 2020-01-27,96.47
1BD5TVT X 2020-01-28,31.09
1BD5TVT X 2020-01-29,42.87
1BD5TVT X 2020-01-30,64.93
1BD5TVT X 2020-01-31,54.35
1BD5TVT X 2020-02-01,81.8
1BD5TVT X 2020-02-02,76.0
1BD5TVT X 2020-02-03,88.85
1BD5TVT X 2020-02-04,46.29
1BD5TVT X 2020-02-05,76.83
1BD5TVT X 2020-02-06,45.31
1BD5TVT X 2020-02-07,64.56
1BD5TVT X 2020-02-08,52.38
1BD5TVT X 2020-02-09,43.24
1BD5TVT X 2020-02-10,98.02
1BD5TVT X 2020-02-11,63.635
1BD5TVT X 2020-02-12,67.74
1BD5TVT X 2020-02-13,71.21
1BD5TVT X 2020-02-14,96.23
1BD5TVT X 2020-02-15,102.92
1BD5TVT X 2020-02-16,63.91
1BD5TVT X 2020-02-17,79.51
1BD5TVT X 2020-02-18,114.98
1BD5TVT X 2020-02-19,110.97
1BD5TVT X 2020-02-20,111.154
1BD5TVT X 2020-02-21,60.55
1BD5TVT X 2020-02-22,44.099
1BD5TVT X 2020-02-23,61.67
1BD5TVT X 2020-02-24,57.07
1BD5TVT X 2020-02-25,47.87
1BD5TVT X 2020-02-26,71.09
1BD5TVT X 2020-02-27,91.96
1BD5TVT X 2020-02-28,103.37
1BD5TVT X 2020-02-29,52.6
1BD5TVT X 2020-03-01,86.21
1BD5TVT X 2020-03-02,60.09
1BD5TVT X 2020-03-03,69.61
1BD5TVT X 2020-03-04,99.6
1BD5TVT X 2020-03-05,58.77
1BD5TVT X 2020-03-06,93.37
1BD5TVT X 2020-03-07,47.78
1BD5TVT X 2020-03-08,141.99
1BD5TVT X 2020-03-09,131.39
1BD5TVT X 2020-03-10,53.22300000000001
1BD5TVT X 2020-03-11,34.0
1BD5TVT X 2020-03-12,41.78
1BD5TVT X 2020-03-13,103.69
1BD5TVT X 2020-03-14,82.37
1BD5TVT X 2020-03-15,62.55
1BD5TVT X 2020-03-16,120.02
1BD5TVT X 2020-03-17,67.11
1BD5TVT X 2020-03-18,72.1
1BD5TVT X 2020-03-19,61.52
1BD5TVT X 2020-03-20,113.55
1BD5TVT X 2020-03-21,62.75
1BD5TVT X 2020-03-22,94.08
1BD5TVT X 2020-03-23,61.16
1BD5TVT X 2020-03-24,108.61
1BD5TVT X 2020-03-25,69.15
1BD5TVT X 2020-03-26,113.1
1BD5TVT X 2020-03-27,122.05
1BD5TVT X 2020-03-28,131.616
1BD5TVT X 2020-03-29,114.06
1BD5TVT X 2020-03-30,114.06
1BD5TVT X 2020-03-31,114.06
1BD5TVT X 2020-04-01,96.57
1BD5TVT X 2020-04-02,114.06
1BD5TVT X 2020-04-03,114.06
1BD5TVT X 2020-04-04,100.33
1JJE0UY X 2020-01-02,100.33
1JJE0UY X 2020-01-03,104.71
1JJE0UY X 2020-01-04,47.53
1JJE0UY X 2020-01-05,52.62
1JJE0UY X 2020-01-06,78.09
1JJE0UY X 2020-01-07,72.45
1JJE0UY X 2020-01-08,92.07
1JJE0UY X 2020-01-09,34.47
1JJE0UY X 2020-01-10,49.821999999999996
1JJE0UY X 2020-01-11,59.163999999999994
1JJE0UY X 2020-01-12,80.17
1JJE0UY X 2020-01-13,54.77
1JJE0UY X 2020-01-14,59.83
1JJE0UY X 2020-01-15,40.86
1JJE0UY X 2020-01-16,43.951
1JJE0UY X 2020-01-17,61.565999999999995
1JJE0UY X 2020-01-18,47.13
1JJE0UY X 2020-01-19,67.91
1JJE0UY X 2020-01-20,58.24
1JJE0UY X 2020-01-21,44.53
1JJE0UY X 2020-01-22,63.94
1JJE0UY X 2020-01-23,68.07
1JJE0UY X 2020-01-24,80.68
1JJE0UY X 2020-01-25,58.201
1JJE0UY X 2020-01-26,90.57
1JJE0UY X 2020-01-27,117.74
1JJE0UY X 2020-01-28,59.51
1JJE0UY X 2020-01-29,78.22
1JJE0UY X 2020-01-30,71.472
1JJE0UY X 2020-01-31,75.0
1JJE0UY X 2020-02-01,73.23
1JJE0UY X 2020-02-02,69.39
1JJE0UY X 2020-02-03,51.79
1JJE0UY X 2020-02-04,55.026
1JJE0UY X 2020-02-05,45.46
1JJE0UY X 2020-02-06,49.68
1JJE0UY X 2020-02-07,60.17
1JJE0UY X 2020-02-08,58.3
1JJE0UY X 2020-02-09,46.942
1JJE0UY X 2020-02-10,89.27
1JJE0UY X 2020-02-11,66.87
1JJE0UY X 2020-02-12,66.24
1JJE0UY X 2020-02-13,45.21
1JJE0UY X 2020-02-14,44.181999999999995
1JJE0UY X 2020-02-15,46.76
1JJE0UY X 2020-02-16,61.25
1JJE0UY X 2020-02-17,42.4
1JJE0UY X 2020-02-18,65.53
1JJE0UY X 2020-02-19,87.54
1JJE0UY X 2020-02-20,87.54
1JJE0UY X 2020-02-21,62.611000000000004
1JJE0UY X 2020-02-22,73.249
1JJE0UY X 2020-02-23,75.38
1JJE0UY X 2020-02-24,55.24
1JJE0UY X 2020-02-25,64.74
1JJE0UY X 2020-02-26,49.97
1JJE0UY X 2020-02-27,54.196000000000005
1JJE0UY X 2020-02-28,48.72
1JJE0UY X 2020-02-29,60.19
1JJE0UY X 2020-03-01,48.29
1JJE0UY X 2020-03-02,54.91
1JJE0UY X 2020-03-03,47.05
1JJE0UY X 2020-03-04,33.39
1JJE0UY X 2020-03-05,53.9
1JJE0UY X 2020-03-06,48.001000000000005
1JJE0UY X 2020-03-07,93.19
1JJE0UY X 2020-03-08,135.91
1JJE0UY X 2020-03-09,69.0
1JJE0UY X 2020-03-10,69.0
1JJE0UY X 2020-03-11,57.51
1JJE0UY X 2020-03-12,40.64
1JJE0UY X 2020-03-13,39.906
1JJE0UY X 2020-03-14,43.45
1JJE0UY X 2020-03-15,53.39
1JJE0UY X 2020-03-16,56.841
1JJE0UY X 2020-03-17,63.78
1JJE0UY X 2020-03-18,52.7
1JJE0UY X 2020-03-19,52.7
1JJE0UY X 2020-03-20,46.05
1JJE0UY X 2020-03-21,42.9
1JJE0UY X 2020-03-22,65.64
1JJE0UY X 2020-03-23,51.29
1JJE0UY X 2020-03-24,51.48
1JJE0UY X 2020-03-25,37.611
1JJE0UY X 2020-03-26,63.45
1JJE0UY X 2020-03-27,79.7
1JJE0UY X 2020-03-28,65.1
1JJE0UY X 2020-03-29,158.05
1JJE0UY X 2020-03-30,162.31
1JJE0UY X 2020-03-31,94.4
1JJE0UY X 2020-04-01,96.38
1JJE0UY X 2020-04-02,96.38
1JJE0UY X 2020-04-03,96.38
1JJE0UY X 2020-04-04,100.33
1PILPB3 X 2020-01-02,71.87
1PILPB3 X 2020-01-03,46.32
1PILPB3 X 2020-01-04,59.24
1PILPB3 X 2020-01-05,43.63
1PILPB3 X 2020-01-06,66.81
1PILPB3 X 2020-01-07,46.74
1PILPB3 X 2020-01-08,33.04
1PILPB3 X 2020-01-09,67.27
1PILPB3 X 2020-01-10,55.5
1PILPB3 X 2020-01-11,45.61
1PILPB3 X 2020-01-12,62.92
1PILPB3 X 2020-01-13,53.31
1PILPB3 X 2020-01-14,43.86
1PILPB3 X 2020-01-15,71.51
1PILPB3 X 2020-01-16,58.08
1PILPB3 X 2020-01-17,89.27
1PILPB3 X 2020-01-18,45.591
1PILPB3 X 2020-01-19,65.67
1PILPB3 X 2020-01-20,43.33
1PILPB3 X 2020-01-21,54.9
1PILPB3 X 2020-01-22,48.66
1PILPB3 X 2020-01-23,51.9
1PILPB3 X 2020-01-24,59.77
1PILPB3 X 2020-01-25,44.16
1PILPB3 X 2020-01-26,50.42
1PILPB3 X 2020-01-27,59.0
1PILPB3 X 2020-01-28,43.2
1PILPB3 X 2020-01-29,46.8
1PILPB3 X 2020-01-30,36.809
1PILPB3 X 2020-01-31,45.163999999999994
1PILPB3 X 2020-02-01,66.357
1PILPB3 X 2020-02-02,76.12
1PILPB3 X 2020-02-03,71.688
1PILPB3 X 2020-02-04,53.42
1PILPB3 X 2020-02-05,69.64
1PILPB3 X 2020-02-06,46.93
1PILPB3 X 2020-02-07,41.98799999999999
1PILPB3 X 2020-02-08,103.34
1PILPB3 X 2020-02-09,38.12
1PILPB3 X 2020-02-10,52.98
1PILPB3 X 2020-02-11,49.98
1PILPB3 X 2020-02-12,58.54
1PILPB3 X 2020-02-13,80.91
1PILPB3 X 2020-02-14,69.48
1PILPB3 X 2020-02-15,69.33
1PILPB3 X 2020-02-16,59.98
1PILPB3 X 2020-02-17,93.35
1PILPB3 X 2020-02-18,51.39
1PILPB3 X 2020-02-19,57.62
1PILPB3 X 2020-02-20,55.04
1PILPB3 X 2020-02-21,47.2
1PILPB3 X 2020-02-22,66.85
1PILPB3 X 2020-02-23,44.49
1PILPB3 X 2020-02-24,48.24
1PILPB3 X 2020-02-25,75.77
1PILPB3 X 2020-02-26,49.58
1PILPB3 X 2020-02-27,52.587999999999994
1PILPB3 X 2020-02-28,42.51
1PILPB3 X 2020-02-29,96.19
1PILPB3 X 2020-03-01,60.29
1PILPB3 X 2020-03-02,43.38
1PILPB3 X 2020-03-03,59.63
1PILPB3 X 2020-03-04,60.42
1PILPB3 X 2020-03-05,63.3
1PILPB3 X 2020-03-06,52.06
1PILPB3 X 2020-03-07,62.43
1PILPB3 X 2020-03-08,56.96
1PILPB3 X 2020-03-09,67.03
1PILPB3 X 2020-03-10,70.54
1PILPB3 X 2020-03-11,70.54
1PILPB3 X 2020-03-12,55.46
1PILPB3 X 2020-03-13,51.33
1PILPB3 X 2020-03-14,102.7
1PILPB3 X 2020-03-15,39.66
1PILPB3 X 2020-03-16,48.141999999999996
1PILPB3 X 2020-03-17,28.123999999999995
1PILPB3 X 2020-03-18,76.28
1PILPB3 X 2020-03-19,38.78
1PILPB3 X 2020-03-20,56.39
1PILPB3 X 2020-03-21,116.822
1PILPB3 X 2020-03-22,97.98
1PILPB3 X 2020-03-23,55.68
1PILPB3 X 2020-03-24,53.42
1PILPB3 X 2020-03-25,74.98
1PILPB3 X 2020-03-26,59.49
1PILPB3 X 2020-03-27,61.483999999999995
1PILPB3 X 2020-03-28,61.483999999999995
1PILPB3 X 2020-03-29,80.39
1PILPB3 X 2020-03-30,110.7
1PILPB3 X 2020-03-31,110.7
1PILPB3 X 2020-04-01,110.7
1PILPB3 X 2020-04-02,97.23
1PILPB3 X 2020-04-03,93.64
1PILPB3 X 2020-04-04,100.33
1WV2OIN X 2020-01-02,76.8
1WV2OIN X 2020-01-03,65.37
1WV2OIN X 2020-01-04,93.95
1WV2OIN X 2020-01-05,50.31
1WV2OIN X 2020-01-06,55.55
1WV2OIN X 2020-01-07,61.598
1WV2OIN X 2020-01-08,66.95
1WV2OIN X 2020-01-09,82.01
1WV2OIN X 2020-01-10,79.46
1WV2OIN X 2020-01-11,63.6
1WV2OIN X 2020-01-12,57.3
1WV2OIN X 2020-01-13,54.168
1WV2OIN X 2020-01-14,91.905
1WV2OIN X 2020-01-15,76.62
1WV2OIN X 2020-01-16,65.02
1WV2OIN X 2020-01-17,94.03
1WV2OIN X 2020-01-18,47.9
1WV2OIN X 2020-01-19,72.25
1WV2OIN X 2020-01-20,79.1
1WV2OIN X 2020-01-21,43.34
1WV2OIN X 2020-01-22,56.88
1WV2OIN X 2020-01-23,50.04
1WV2OIN X 2020-01-24,72.6
1WV2OIN X 2020-01-25,81.28
1WV2OIN X 2020-01-26,64.75
1WV2OIN X 2020-01-27,60.55
1WV2OIN X 2020-01-28,102.62
1WV2OIN X 2020-01-29,55.89
1WV2OIN X 2020-01-30,83.69
1WV2OIN X 2020-01-31,120.89
1WV2OIN X 2020-02-01,75.39
1WV2OIN X 2020-02-02,70.08
1WV2OIN X 2020-02-03,79.291
1WV2OIN X 2020-02-04,71.16
1WV2OIN X 2020-02-05,39.64
1WV2OIN X 2020-02-06,82.06
1WV2OIN X 2020-02-07,75.29
1WV2OIN X 2020-02-08,73.68
1WV2OIN X 2020-02-09,83.93
1WV2OIN X 2020-02-10,78.82
1WV2OIN X 2020-02-11,97.545
1WV2OIN X 2020-02-12,42.12
1WV2OIN X 2020-02-13,70.81
1WV2OIN X 2020-02-14,75.37
1WV2OIN X 2020-02-15,109.99
1WV2OIN X 2020-02-16,128.78
1WV2OIN X 2020-02-17,84.24
1WV2OIN X 2020-02-18,81.54
1WV2OIN X 2020-02-19,70.43
1WV2OIN X 2020-02-20,94.0
1WV2OIN X 2020-02-21,102.07
1WV2OIN X 2020-02-22,104.19400000000002
1WV2OIN X 2020-02-23,65.71
1WV2OIN X 2020-02-24,81.5
1WV2OIN X 2020-02-25,81.94
1WV2OIN X 2020-02-26,88.73
1WV2OIN X 2020-02-27,64.507
1WV2OIN X 2020-02-28,68.01
1WV2OIN X 2020-02-29,88.82
1WV2OIN X 2020-03-01,101.42
1WV2OIN X 2020-03-02,76.31
1WV2OIN X 2020-03-03,100.83
1WV2OIN X 2020-03-04,112.78
