Place_ID X Date,target
0Q2LTOG X 2020-03-30,98.7
0Q2LTOG X 2020-03-31,85.2
0Q2LTOG X 2020-04-01,132.0
0Q2LTOG X 2020-04-02,134.0
0Q2LTOG X 2020-04-03,181.1
0Q2LTOG X 2020-04-04,71.7
15WCXN1 X 2020-01-02,180.5
15WCXN1 X 2020-01-03,202.4
15WCXN1 X 2020-01-04,227.3
15WCXN1 X 2020-01-05,195.2
15WCXN1 X 2020-01-06,142.3
15WCXN1 X 2020-01-07,158.5
15WCXN1 X 2020-01-08,134.1
15WCXN1 X 2020-01-09,190.9
15WCXN1 X 2020-01-10,206.5
15WCXN1 X 2020-01-11,247.2
15WCXN1 X 2020-01-12,188.1
15WCXN1 X 2020-01-13,211.4
15WCXN1 X 2020-01-14,183.9
15WCXN1 X 2020-01-15,192.4
15WCXN1 X 2020-01-16,216.9
15WCXN1 X 2020-01-17,224.6
15WCXN1 X 2020-01-18,186.8
15WCXN1 X 2020-01-19,114.2
15WCXN1 X 2020-01-20,78.0
15WCXN1 X 2020-01-21,169.7
15WCXN1 X 2020-01-22,185.5
15WCXN1 X 2020-01-23,125.5
15WCXN1 X 2020-01-24,142.5
15WCXN1 X 2020-01-25,193.7
15WCXN1 X 2020-01-26,120.9
15WCXN1 X 2020-01-27,201.8
15WCXN1 X 2020-01-28,162.0
15WCXN1 X 2020-01-29,131.3
15WCXN1 X 2020-01-30,74.7
15WCXN1 X 2020-01-31,185.3
15WCXN1 X 2020-02-01,100.9
15WCXN1 X 2020-02-02,95.6
15WCXN1 X 2020-02-03,104.0
15WCXN1 X 2020-02-04,56.9
15WCXN1 X 2020-02-05,165.3
15WCXN1 X 2020-02-06,108.0
15WCXN1 X 2020-02-07,140.6
15WCXN1 X 2020-02-08,116.1
15WCXN1 X 2020-02-09,122.8
15WCXN1 X 2020-02-10,123.4
15WCXN1 X 2020-02-11,144.5
15WCXN1 X 2020-02-12,66.3
15WCXN1 X 2020-02-13,111.6
15WCXN1 X 2020-02-14,78.0
15WCXN1 X 2020-02-15,75.2
15WCXN1 X 2020-02-16,82.2
15WCXN1 X 2020-02-17,144.5
15WCXN1 X 2020-02-18,155.7
15WCXN1 X 2020-02-19,156.1
15WCXN1 X 2020-02-20,84.3
15WCXN1 X 2020-02-21,95.9
15WCXN1 X 2020-02-22,90.4
15WCXN1 X 2020-02-23,147.5
15WCXN1 X 2020-02-24,96.1
15WCXN1 X 2020-02-25,59.3
15WCXN1 X 2020-02-26,39.8
15WCXN1 X 2020-02-27,126.6
15WCXN1 X 2020-02-28,75.0
15WCXN1 X 2020-02-29,95.5
15WCXN1 X 2020-03-01,80.8
15WCXN1 X 2020-03-02,96.9
15WCXN1 X 2020-03-03,105.0
15WCXN1 X 2020-03-04,81.8
15WCXN1 X 2020-03-05,145.1
15WCXN1 X 2020-03-06,75.1
15WCXN1 X 2020-03-07,57.5
15WCXN1 X 2020-03-08,100.6
15WCXN1 X 2020-03-09,125.4
15WCXN1 X 2020-03-10,90.5
15WCXN1 X 2020-03-11,89.2
15WCXN1 X 2020-03-12,73.3
15WCXN1 X 2020-03-13,87.4
15WCXN1 X 2020-03-14,118.8
15WCXN1 X 2020-03-15,37.3
15WCXN1 X 2020-03-16,121.6
15WCXN1 X 2020-03-17,38.6
15WCXN1 X 2020-03-18,112.7
15WCXN1 X 2020-03-19,34.1
15WCXN1 X 2020-03-20,62.0
15WCXN1 X 2020-03-21,109.6
15WCXN1 X 2020-03-22,101.2
15WCXN1 X 2020-03-23,52.8
15WCXN1 X 2020-03-24,132.4
15WCXN1 X 2020-03-25,82.8
15WCXN1 X 2020-03-26,86.8
15WCXN1 X 2020-03-27,36.3
15WCXN1 X 2020-03-28,88.6
15WCXN1 X 2020-03-29,108.0
15WCXN1 X 2020-03-30,123.4
15WCXN1 X 2020-03-31,115.2
15WCXN1 X 2020-04-01,115.2
15WCXN1 X 2020-04-02,161.0
15WCXN1 X 2020-04-03,136.9
15WCXN1 X 2020-04-04,80.9
19090SM X 2020-01-02,101.9
19090SM X 2020-01-03,95.2
19090SM X 2020-01-04,92.7
19090SM X 2020-01-05,114.3
19090SM X 2020-01-06,83.3
19090SM X 2020-01-07,145.9
19090SM X 2020-01-08,73.5
19090SM X 2020-01-09,182.7
19090SM X 2020-01-10,153.2
19090SM X 2020-01-11,191.3
19090SM X 2020-01-12,95.1
19090SM X 2020-01-13,70.0
19090SM X 2020-01-14,90.3
19090SM X 2020-01-15,91.1
19090SM X 2020-01-16,127.3
19090SM X 2020-01-17,51.0
19090SM X 2020-01-18,99.4
19090SM X 2020-01-19,124.0
19090SM X 2020-01-20,86.6
19090SM X 2020-01-21,97.9
19090SM X 2020-01-22,73.88
19090SM X 2020-01-23,189.1
19090SM X 2020-02-18,127.9
19090SM X 2020-02-19,69.1
19090SM X 2020-02-20,93.8
19090SM X 2020-02-21,129.6
19090SM X 2020-02-22,45.6
19090SM X 2020-02-23,100.9
19090SM X 2020-02-24,93.0
19090SM X 2020-02-25,100.8
19090SM X 2020-02-26,101.8
19090SM X 2020-02-27,108.6
19090SM X 2020-02-28,97.8
19090SM X 2020-02-29,122.1
19090SM X 2020-03-01,59.0
19090SM X 2020-03-02,61.2
19090SM X 2020-03-03,119.9
19090SM X 2020-03-04,100.3
19090SM X 2020-03-05,78.4
19090SM X 2020-03-06,359.8
19090SM X 2020-03-07,55.8
19090SM X 2020-03-08,64.3
19090SM X 2020-03-09,112.0
19090SM X 2020-03-10,112.6
19090SM X 2020-03-11,129.1
19090SM X 2020-03-12,71.4
19090SM X 2020-03-13,120.6
19090SM X 2020-03-14,42.8
19090SM X 2020-03-15,85.1
19090SM X 2020-03-16,135.4
19090SM X 2020-03-17,94.7
19090SM X 2020-03-18,33.5
19090SM X 2020-03-19,56.7
19090SM X 2020-03-20,54.6
19090SM X 2020-03-21,67.6
19090SM X 2020-03-22,80.4
19090SM X 2020-03-23,99.4
19090SM X 2020-03-24,83.3
19090SM X 2020-03-25,42.2
19090SM X 2020-03-26,87.2
19090SM X 2020-03-27,38.739999999999995
19090SM X 2020-03-28,93.6
19090SM X 2020-03-29,98.4
19090SM X 2020-03-30,96.7
19090SM X 2020-03-31,106.7
19090SM X 2020-04-01,104.9
19090SM X 2020-04-02,114.8
19090SM X 2020-04-03,158.5
19090SM X 2020-04-04,97.4
1BD5TVT X 2020-01-02,76.0
1BD5TVT X 2020-01-03,101.9
1BD5TVT X 2020-01-04,69.2
1BD5TVT X 2020-01-05,115.5
1BD5TVT X 2020-01-06,113.3
1BD5TVT X 2020-01-07,49.6
1BD5TVT X 2020-01-08,104.8
1BD5TVT X 2020-01-09,97.6
1BD5TVT X 2020-01-10,65.3
1BD5TVT X 2020-01-11,69.6
1BD5TVT X 2020-01-12,88.3
1BD5TVT X 2020-01-13,91.4
1BD5TVT X 2020-01-14,115.9
1BD5TVT X 2020-01-15,78.3
1BD5TVT X 2020-01-16,85.9
1BD5TVT X 2020-01-17,67.7
1BD5TVT X 2020-01-18,83.4
1BD5TVT X 2020-01-19,38.3
1BD5TVT X 2020-01-20,98.4
1BD5TVT X 2020-01-21,109.2
1BD5TVT X 2020-01-22,78.7
1BD5TVT X 2020-01-23,78.5
1BD5TVT X 2020-01-24,41.6
1BD5TVT X 2020-01-25,46.1
1BD5TVT X 2020-01-26,95.0
1BD5TVT X 2020-01-27,67.8
1BD5TVT X 2020-01-28,61.4
1BD5TVT X 2020-01-29,40.6
1BD5TVT X 2020-01-30,96.8
1BD5TVT X 2020-01-31,96.5
1BD5TVT X 2020-02-01,125.9
1BD5TVT X 2020-02-02,51.1
1BD5TVT X 2020-02-03,53.7
1BD5TVT X 2020-02-04,47.4
1BD5TVT X 2020-02-05,78.8
1BD5TVT X 2020-02-06,66.3
1BD5TVT X 2020-02-07,57.1
1BD5TVT X 2020-02-08,50.2
1BD5TVT X 2020-02-09,56.0
1BD5TVT X 2020-02-10,92.8
1BD5TVT X 2020-02-11,78.7
1BD5TVT X 2020-02-12,45.6
1BD5TVT X 2020-02-13,71.0
1BD5TVT X 2020-02-14,67.4
1BD5TVT X 2020-02-15,81.8
1BD5TVT X 2020-02-16,63.7
1BD5TVT X 2020-02-17,95.6
1BD5TVT X 2020-02-18,125.7
1BD5TVT X 2020-02-19,151.2
1BD5TVT X 2020-02-20,63.1
1BD5TVT X 2020-02-21,58.0
1BD5TVT X 2020-02-22,58.4
1BD5TVT X 2020-02-23,71.1
1BD5TVT X 2020-02-24,64.7
1BD5TVT X 2020-02-25,58.2
1BD5TVT X 2020-02-26,105.9
1BD5TVT X 2020-02-27,85.2
1BD5TVT X 2020-02-28,88.0
1BD5TVT X 2020-02-29,50.7
1BD5TVT X 2020-03-01,52.6
1BD5TVT X 2020-03-02,51.7
1BD5TVT X 2020-03-03,41.4
1BD5TVT X 2020-03-04,122.7
1BD5TVT X 2020-03-05,60.7
1BD5TVT X 2020-03-06,157.0
1BD5TVT X 2020-03-07,112.8
1BD5TVT X 2020-03-08,97.1
1BD5TVT X 2020-03-09,126.3
1BD5TVT X 2020-03-10,61.8
1BD5TVT X 2020-03-11,59.5
1BD5TVT X 2020-03-12,61.5
1BD5TVT X 2020-03-13,116.1
1BD5TVT X 2020-03-14,54.3
1BD5TVT X 2020-03-15,97.4
1BD5TVT X 2020-03-16,58.6
1BD5TVT X 2020-03-17,54.6
1BD5TVT X 2020-03-18,43.9
1BD5TVT X 2020-03-19,58.0
1BD5TVT X 2020-03-20,101.2
1BD5TVT X 2020-03-21,53.5
1BD5TVT X 2020-03-22,76.5
1BD5TVT X 2020-03-23,63.9
1BD5TVT X 2020-03-24,60.2
1BD5TVT X 2020-03-25,58.1
1BD5TVT X 2020-03-26,76.9
1BD5TVT X 2020-03-27,54.3
1BD5TVT X 2020-03-28,154.3
1BD5TVT X 2020-03-29,144.4
1BD5TVT X 2020-03-30,139.3
1BD5TVT X 2020-03-31,117.3
1BD5TVT X 2020-04-01,135.0
1BD5TVT X 2020-04-02,143.9
1BD5TVT X 2020-04-03,201.7
1BD5TVT X 2020-04-04,37.3
1JJE0UY X 2020-01-02,31.4
1JJE0UY X 2020-01-03,28.2
1JJE0UY X 2020-01-04,55.1
1JJE0UY X 2020-01-05,56.4
1JJE0UY X 2020-01-06,35.0
1JJE0UY X 2020-01-07,32.7
1JJE0UY X 2020-01-08,30.4
1JJE0UY X 2020-01-09,24.0
1JJE0UY X 2020-01-10,41.63
1JJE0UY X 2020-01-11,22.8
1JJE0UY X 2020-01-12,23.6
1JJE0UY X 2020-01-13,25.7
1JJE0UY X 2020-01-14,30.8
1JJE0UY X 2020-01-15,29.9
1JJE0UY X 2020-01-16,34.9
1JJE0UY X 2020-01-17,51.7
1JJE0UY X 2020-01-18,24.5
1JJE0UY X 2020-01-19,41.8
1JJE0UY X 2020-01-20,68.3
1JJE0UY X 2020-01-21,69.9
1JJE0UY X 2020-01-22,54.9
1JJE0UY X 2020-01-23,35.5
1JJE0UY X 2020-01-24,40.2
1JJE0UY X 2020-01-25,65.0
1JJE0UY X 2020-01-26,56.5
1JJE0UY X 2020-01-27,21.0
1JJE0UY X 2020-01-28,36.6
1JJE0UY X 2020-01-29,52.1
1JJE0UY X 2020-01-30,26.1
1JJE0UY X 2020-01-31,42.7
1JJE0UY X 2020-02-01,28.4
1JJE0UY X 2020-02-02,33.22
1JJE0UY X 2020-02-03,29.8
1JJE0UY X 2020-02-04,47.8
1JJE0UY X 2020-02-05,68.3
1JJE0UY X 2020-02-06,45.7
1JJE0UY X 2020-02-07,76.1
1JJE0UY X 2020-02-08,31.3
1JJE0UY X 2020-02-09,26.3
1JJE0UY X 2020-02-10,38.8
1JJE0UY X 2020-02-11,21.1
1JJE0UY X 2020-02-12,24.0
1JJE0UY X 2020-02-13,28.8
1JJE0UY X 2020-02-14,50.5
1JJE0UY X 2020-02-15,54.8
1JJE0UY X 2020-02-16,35.0
1JJE0UY X 2020-02-17,21.9
1JJE0UY X 2020-02-18,27.6
1JJE0UY X 2020-02-19,23.0
1JJE0UY X 2020-02-20,28.5
1JJE0UY X 2020-02-21,23.1
1JJE0UY X 2020-02-22,16.9
1JJE0UY X 2020-02-23,17.1
1JJE0UY X 2020-02-24,28.8
1JJE0UY X 2020-02-25,20.5
1JJE0UY X 2020-02-26,45.6
1JJE0UY X 2020-02-27,36.6
1JJE0UY X 2020-02-28,44.4
1JJE0UY X 2020-02-29,21.4
1JJE0UY X 2020-03-01,21.07
1JJE0UY X 2020-03-02,36.1
1JJE0UY X 2020-03-03,31.8
1JJE0UY X 2020-03-04,35.7
1JJE0UY X 2020-03-05,39.3
1JJE0UY X 2020-03-06,60.8
1JJE0UY X 2020-03-07,38.7
1JJE0UY X 2020-03-08,24.94
1JJE0UY X 2020-03-09,34.9
1JJE0UY X 2020-03-10,13.0
1JJE0UY X 2020-03-11,25.4
1JJE0UY X 2020-03-12,22.2
1JJE0UY X 2020-03-13,42.9
1JJE0UY X 2020-03-14,35.7
1JJE0UY X 2020-03-15,24.6
1JJE0UY X 2020-03-16,29.8
1JJE0UY X 2020-03-17,22.5
1JJE0UY X 2020-03-18,26.8
1JJE0UY X 2020-03-19,39.5
1JJE0UY X 2020-03-20,51.2
1JJE0UY X 2020-03-21,31.0
1JJE0UY X 2020-03-22,44.9
1JJE0UY X 2020-03-23,51.9
1JJE0UY X 2020-03-24,52.7
1JJE0UY X 2020-03-25,39.2
1JJE0UY X 2020-03-26,64.4
1JJE0UY X 2020-03-27,63.0
1JJE0UY X 2020-03-28,26.8
1JJE0UY X 2020-03-29,21.3
1JJE0UY X 2020-03-30,49.3
1JJE0UY X 2020-03-31,56.0
1JJE0UY X 2020-04-01,42.9
1JJE0UY X 2020-04-02,42.9
1JJE0UY X 2020-04-03,30.9
1JJE0UY X 2020-04-04,61.1
1PILPB3 X 2020-01-02,107.7
1PILPB3 X 2020-01-03,108.4
1PILPB3 X 2020-01-04,123.8
1PILPB3 X 2020-01-05,114.4
1PILPB3 X 2020-01-06,131.5
1PILPB3 X 2020-01-07,54.5
1PILPB3 X 2020-01-08,109.3
1PILPB3 X 2020-01-09,118.6
1PILPB3 X 2020-01-10,141.9
1PILPB3 X 2020-01-11,105.8
1PILPB3 X 2020-01-12,114.3
1PILPB3 X 2020-01-13,97.8
1PILPB3 X 2020-01-14,84.6
1PILPB3 X 2020-01-15,130.3
1PILPB3 X 2020-01-16,103.4
1PILPB3 X 2020-01-17,114.5
1PILPB3 X 2020-01-18,99.9
1PILPB3 X 2020-01-19,117.2
1PILPB3 X 2020-01-20,109.7
1PILPB3 X 2020-01-21,77.1
1PILPB3 X 2020-01-22,118.2
1PILPB3 X 2020-01-23,76.7
1PILPB3 X 2020-01-24,84.3
1PILPB3 X 2020-01-25,73.9
1PILPB3 X 2020-01-26,109.9
1PILPB3 X 2020-01-27,86.3
1PILPB3 X 2020-01-28,75.6
1PILPB3 X 2020-01-29,93.8
1PILPB3 X 2020-01-30,75.1
1PILPB3 X 2020-01-31,92.5
1PILPB3 X 2020-02-01,78.4
1PILPB3 X 2020-02-02,128.3
1PILPB3 X 2020-02-03,138.0
1PILPB3 X 2020-02-04,99.3
1PILPB3 X 2020-02-05,109.2
1PILPB3 X 2020-02-06,97.8
1PILPB3 X 2020-02-07,110.3
1PILPB3 X 2020-02-08,105.8
1PILPB3 X 2020-02-09,54.7
1PILPB3 X 2020-02-10,115.1
1PILPB3 X 2020-02-11,97.5
1PILPB3 X 2020-02-12,131.6
1PILPB3 X 2020-02-13,82.0
1PILPB3 X 2020-02-14,95.1
1PILPB3 X 2020-02-15,82.2
1PILPB3 X 2020-02-16,72.7
1PILPB3 X 2020-02-17,76.1
1PILPB3 X 2020-02-18,93.0
1PILPB3 X 2020-02-19,90.4
1PILPB3 X 2020-02-20,107.5
1PILPB3 X 2020-02-21,88.9
1PILPB3 X 2020-02-22,108.4
1PILPB3 X 2020-02-23,80.7
1PILPB3 X 2020-02-24,79.3
1PILPB3 X 2020-02-25,118.6
1PILPB3 X 2020-02-26,95.8
1PILPB3 X 2020-02-27,101.9
1PILPB3 X 2020-02-28,103.3
1PILPB3 X 2020-02-29,104.8
1PILPB3 X 2020-03-01,121.7
1PILPB3 X 2020-03-02,102.7
1PILPB3 X 2020-03-03,112.8
1PILPB3 X 2020-03-04,104.6
1PILPB3 X 2020-03-05,98.2
1PILPB3 X 2020-03-06,98.8
1PILPB3 X 2020-03-07,89.5
1PILPB3 X 2020-03-08,104.3
1PILPB3 X 2020-03-09,114.3
1PILPB3 X 2020-03-10,73.2
1PILPB3 X 2020-03-11,122.9
1PILPB3 X 2020-03-12,99.2
1PILPB3 X 2020-03-13,114.9
1PILPB3 X 2020-03-14,98.2
1PILPB3 X 2020-03-15,113.2
1PILPB3 X 2020-03-16,74.0
1PILPB3 X 2020-03-17,77.4
1PILPB3 X 2020-03-18,89.0
1PILPB3 X 2020-03-19,93.4
1PILPB3 X 2020-03-20,91.9
1PILPB3 X 2020-03-21,122.0
1PILPB3 X 2020-03-22,55.5
1PILPB3 X 2020-03-23,92.3
1PILPB3 X 2020-03-24,94.9
1PILPB3 X 2020-03-25,112.8
1PILPB3 X 2020-03-26,106.5
1PILPB3 X 2020-03-27,118.0
1PILPB3 X 2020-03-28,116.5
1PILPB3 X 2020-03-29,99.7
1PILPB3 X 2020-03-30,139.4
1PILPB3 X 2020-03-31,113.7
1PILPB3 X 2020-04-01,134.0
1PILPB3 X 2020-04-02,126.5
1PILPB3 X 2020-04-03,172.2
1PILPB3 X 2020-04-04,60.9
1WV2OIN X 2020-01-02,55.4
1WV2OIN X 2020-01-03,61.7
1WV2OIN X 2020-01-04,67.2
1WV2OIN X 2020-01-05,67.5
1WV2OIN X 2020-01-06,40.9
1WV2OIN X 2020-01-07,58.2
1WV2OIN X 2020-01-08,73.0
1WV2OIN X 2020-01-09,64.5
1WV2OIN X 2020-01-10,99.3
1WV2OIN X 2020-01-11,84.5
1WV2OIN X 2020-01-12,80.0
1WV2OIN X 2020-01-13,102.4
1WV2OIN X 2020-01-14,94.8
1WV2OIN X 2020-01-15,63.9
1WV2OIN X 2020-01-16,107.0
1WV2OIN X 2020-01-17,87.8
1WV2OIN X 2020-01-18,46.2
1WV2OIN X 2020-01-19,48.4
1WV2OIN X 2020-01-20,63.3
1WV2OIN X 2020-01-21,78.3
1WV2OIN X 2020-01-22,96.2
1WV2OIN X 2020-01-23,88.3
1WV2OIN X 2020-01-24,73.5
1WV2OIN X 2020-01-25,66.2
1WV2OIN X 2020-01-26,82.2
1WV2OIN X 2020-01-27,108.4
1WV2OIN X 2020-01-28,99.0
1WV2OIN X 2020-01-29,120.6
1WV2OIN X 2020-01-30,87.0
1WV2OIN X 2020-01-31,84.9
1WV2OIN X 2020-02-01,72.5
1WV2OIN X 2020-02-02,63.7
1WV2OIN X 2020-02-03,74.6
1WV2OIN X 2020-02-04,75.9
1WV2OIN X 2020-02-05,78.7
1WV2OIN X 2020-02-06,81.3
1WV2OIN X 2020-02-07,90.5
1WV2OIN X 2020-02-08,103.2
1WV2OIN X 2020-02-09,64.3
1WV2OIN X 2020-02-10,64.8
1WV2OIN X 2020-02-11,72.0
1WV2OIN X 2020-02-12,60.7
1WV2OIN X 2020-02-13,91.8
1WV2OIN X 2020-02-14,126.4
1WV2OIN X 2020-02-15,104.8
1WV2OIN X 2020-02-16,75.5
1WV2OIN X 2020-02-17,67.3
1WV2OIN X 2020-02-18,82.2
1WV2OIN X 2020-02-19,108.9
1WV2OIN X 2020-02-20,50.8
1WV2OIN X 2020-02-21,48.4
1WV2OIN X 2020-02-22,72.0
1WV2OIN X 2020-02-23,106.9
1WV2OIN X 2020-02-24,97.9
1WV2OIN X 2020-02-25,90.1
1WV2OIN X 2020-02-26,95.5
1WV2OIN X 2020-02-27,90.1
1WV2OIN X 2020-02-28,62.1
1WV2OIN X 2020-02-29,97.2
1WV2OIN X 2020-03-01,86.1
1WV2OIN X 2020-03-02,81.1
1WV2OIN X 2020-03-03,70.4
1WV2OIN X 2020-03-04,70.4
1WV2OIN X 2020-03-05,74.0
1WV2OIN X 2020-03-06,56.2
1WV2OIN X 2020-03-07,57.0
1WV2OIN X 2020-03-08,62.1
1WV2OIN X 2020-03-09,68.7
1WV2OIN X 2020-03-10,67.7
1WV2OIN X 2020-03-11,93.7
1WV2OIN X 2020-03-12,118.9
